sampleID,phenotype,value,ref_genome,settings,pheno,region,gc_bias,settings_verbose,trimming,genome
LP0025_15_L003,lung_cancer,0.038561094,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_15_L003,lung_cancer,0.037238816,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.017173648,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0025_17_L003,lung_cancer,0.015733698,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.014573584,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0025_17_L003,lung_cancer,0.020476929,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0025_17_L003,lung_cancer,0.014681111,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.022759497,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.015056797,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.024230948,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.025886246,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0025_17_L003,lung_cancer,0.022443704,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0025_17_L003,lung_cancer,0.017949303,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.014252731,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0025_17_L003,lung_cancer,0.020041279,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0025_17_L003,lung_cancer,0.020172198,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_17_L003,lung_cancer,0.022043336,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.022768967,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.041211276,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.04031612,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.044926633,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.048011548,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_21_L004,lung_cancer,0.043564162,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0025_21_L004,lung_cancer,0.042761976,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.043048986,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.043400186,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.041179291,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0025_21_L004,lung_cancer,0.049398759,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0025_21_L004,lung_cancer,0.048405593,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.053194441,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0025_21_L004,lung_cancer,0.042241133,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0025_21_L004,lung_cancer,0.042926225,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0025_21_L004,lung_cancer,0.04864785,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.043612535,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0025_24_L003,lung_cancer,-0.017324542,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0025_24_L003,lung_cancer,-0.005701345,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_24_L003,lung_cancer,-0.002237092,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_24_L003,lung_cancer,-0.005876406,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0025_24_L003,lung_cancer,-0.006684434,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0025_24_L003,lung_cancer,-0.006547175,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0025_24_L003,lung_cancer,-0.001510137,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0025_24_L003,lung_cancer,-0.009618274,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0025_24_L003,lung_cancer,-0.005914059,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0025_24_L003,lung_cancer,-0.010516297,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0025_24_L003,lung_cancer,-0.012377535,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0025_24_L003,lung_cancer,-0.008874439,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0025_24_L003,lung_cancer,-0.010729954,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0025_24_L003,lung_cancer,-0.01127848,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0025_24_L003,lung_cancer,0.003466886,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0025_24_L003,lung_cancer,-0.004658006,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0026_05_L003,lung_cancer,-0.014545748,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_05_L003,lung_cancer,-0.018999745,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0026_05_L003,lung_cancer,-0.027586933,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0026_05_L003,lung_cancer,-0.027454145,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_05_L003,lung_cancer,-0.014304684,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0026_05_L003,lung_cancer,-0.023034157,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_05_L003,lung_cancer,-0.022622709,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0026_05_L003,lung_cancer,-0.011748549,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0026_05_L003,lung_cancer,-0.025401689,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_05_L003,lung_cancer,-0.014813059,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_05_L003,lung_cancer,-0.018691908,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_05_L003,lung_cancer,-0.024630072,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0026_05_L003,lung_cancer,-0.009351707,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0026_05_L003,lung_cancer,-0.013857331,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0026_05_L003,lung_cancer,-0.012718751,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0026_05_L003,lung_cancer,-0.022557321,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0026_07_L003,lung_cancer,-0.007871795,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0026_07_L003,lung_cancer,-0.009097239,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_07_L003,lung_cancer,-0.01023831,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0026_07_L003,lung_cancer,-0.011387371,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0026_07_L003,lung_cancer,-0.011575981,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0026_07_L003,lung_cancer,-0.012148497,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0026_07_L003,lung_cancer,-0.010791307,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_07_L003,lung_cancer,-0.009301699,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0026_07_L003,lung_cancer,-0.012178173,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_07_L003,lung_cancer,-0.006229325,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0026_07_L003,lung_cancer,-0.011675074,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0026_07_L003,lung_cancer,-0.012120895,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0026_07_L003,lung_cancer,-0.012645115,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_07_L003,lung_cancer,-0.01096513,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_07_L003,lung_cancer,-0.004872935,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0026_07_L003,lung_cancer,-0.011748931,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.117397606,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.117652317,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.114489249,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0026_08_L003,lung_cancer,0.122797942,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0026_08_L003,lung_cancer,0.112667695,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0026_08_L003,lung_cancer,0.119749818,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.12173446,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_08_L003,lung_cancer,0.115372243,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0026_08_L003,lung_cancer,0.119571323,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0026_08_L003,lung_cancer,0.124141846,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.120271483,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.118133703,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.115163063,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0026_08_L003,lung_cancer,0.118622501,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0026_08_L003,lung_cancer,0.114617346,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.112511185,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.05052375,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.05430762,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0026_22_L003,lung_cancer,0.050420169,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.041864277,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0026_22_L003,lung_cancer,0.051949974,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0026_22_L003,lung_cancer,0.04785084,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.046896922,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.050375772,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.053377794,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_22_L003,lung_cancer,0.048628123,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0026_22_L003,lung_cancer,0.050922407,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.044209702,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0026_22_L003,lung_cancer,0.054443703,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.04297957,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0026_22_L003,lung_cancer,0.042991615,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.045408547,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0026_26_L004,lung_cancer,0.042385726,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.036904538,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.043475259,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_26_L004,lung_cancer,0.043492797,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0026_26_L004,lung_cancer,0.036648548,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.044759767,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.042280545,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0026_26_L004,lung_cancer,0.04360092,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0026_26_L004,lung_cancer,0.044028553,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.033801698,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0026_26_L004,lung_cancer,0.041761948,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.03562311,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.0345366,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0026_26_L004,lung_cancer,0.035064536,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.035606623,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0026_26_L004,lung_cancer,0.037073621,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.056637983,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.042767454,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.045175033,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0026_38_L004,lung_cancer,0.061163666,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0026_38_L004,lung_cancer,0.046517541,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.061989748,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0026_38_L004,lung_cancer,0.038448127,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.045592104,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.066406276,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.063909115,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.060506037,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.044880119,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.04454145,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.049745329,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0026_38_L004,lung_cancer,0.061625371,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_38_L004,lung_cancer,0.057413261,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.047147084,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0026_42_L004,lung_cancer,0.042093717,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.05730716,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0026_42_L004,lung_cancer,0.05516406,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0026_42_L004,lung_cancer,0.041084514,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.053447234,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.044334096,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.057387342,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0026_42_L004,lung_cancer,0.040072988,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0026_42_L004,lung_cancer,0.036290778,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0026_42_L004,lung_cancer,0.057096838,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.053433841,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.053967155,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0026_42_L004,lung_cancer,0.040662096,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0026_42_L004,lung_cancer,0.039678927,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.044665899,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.012279688,0memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.014587276,30memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.007104368,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.019308713,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0027_26_L003,lung_cancer,0.007994266,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.012439194,30memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19
LP0027_26_L003,lung_cancer,0.004565993,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0027_26_L003,lung_cancer,0.020776921,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.012875555,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0027_26_L003,lung_cancer,0.006746989,30memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19
LP0027_26_L003,lung_cancer,0.014732414,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0027_26_L003,lung_cancer,0.014843262,0memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19
LP0027_26_L003,lung_cancer,0.018274303,0memhg19,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19
LP0027_26_L003,lung_cancer,0.008723056,0memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.022708405,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.014697424,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.074711933,0memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.071866276,0memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19
LP0027_35_L003,lung_cancer,0.07291915,0memhg19decoy,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.075134903,0memhg19,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg19
LP0027_35_L003,lung_cancer,0.07399262,30memhg19,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19
LP0027_35_L003,lung_cancer,0.073299619,30memhg19,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg19
LP0027_35_L003,lung_cancer,0.067781911,30memhg19decoy,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.068814426,30memhg19decoy,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.07125228,30memhg19decoy,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg19decoy
